name,username,followers_count,listed_count,following,favorites,verified,default_profile,location,time_zone,statuses_count,description,geo_enabled,contributors_enabled,tweet_in_reply_to_id,tweet_time,tweet_text,tweet_lat,tweet_long,tweet_source,tweet_in_reply_to_screen_name,tweet_direct_reply,tweet_retweet_status,tweet_retweet_count,tweet_favorite_count,tweet_hashtags,tweet_hashtags_count,tweet_urls,tweet_urls_count,tweet_user_mentions,tweet_user_mentions_count,tweet_media_type,tweet_contributors
Tim Ber,re3758,13,1,28,57,FALSE,TRUE,"San Antonio, TX",,4721,RVN-era airborne infantryman. 82d. Jumpmaster & Pathfinder. I served. You?,TRUE,FALSE,939642796289470000,12/10/2017 3:12,"@realDonaldTrump Not one on the field or in the stands has bone spurs!

Indict &amp; impeach now.
Airborne.",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
thekidhov,thekidhov,1,0,51,134,FALSE,TRUE,,,238,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump VOTE DOUG JONES IN ALABAMA! Roy Moore Endorses Slavery! #VoteDougJones,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,VoteDougJones,1,,0,realDonaldTrump,1,,
Bluto Blutarsky,blutarsky_bluto,378,0,868,23745,FALSE,TRUE,,Pacific Time (US & Canada),1752,Espousing the radical notion that freedom and equality for all shouldn't be a radical notion. #TheResistance,FALSE,FALSE,939477807813595000,12/10/2017 3:12,@realDonaldTrump I think that only a self-avowed sexual predator would think that stumping for another sexual preda... https://t.co/fRHc1c4uwK,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/fRHc1c4uwK,1,realDonaldTrump,1,,
Robert,Robert51199922,4,0,18,25,FALSE,TRUE,United States,,26,,TRUE,FALSE,939616077356642000,12/10/2017 3:12,@realDonaldTrump @daveweigel @washingtonpost You are the biggest phony!  You lie every time you talk!  You are the... https://t.co/FNRdFbXFv2,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/FNRdFbXFv2,1,"realDonaldTrump, daveweigel, washingtonpost",3,,
Argle Bargle,ArgleBjargle,9,0,30,63,FALSE,TRUE,"Somewhere, Out There.",Pacific Time (US & Canada),288,"Ah, the absurdity of life.",FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump And if they want to protect American Citizens, vote to impeach Trump!!!!!",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Joseph,joseph1brese,34,2,52,106,FALSE,TRUE,,,386,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump What about Daniel Shaver's family??,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Mikey???????????????,MAGAtHammer,254,1,298,1467,FALSE,TRUE,,Pacific Time (US & Canada),3309,Donald Trump is a fucking liar. #TheResistance #FBI #LGBTQally #WolfPackSec,FALSE,FALSE,,12/10/2017 3:12,"@realDonaldTrump Fuck you, Traitor. Signed, #TheResistance https://t.co/oM5q3EVvSw",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,TheResistance,1,https://t.co/oM5q3EVvSw,1,realDonaldTrump,1,,
Ac,Ac15538058,6,0,61,0,FALSE,TRUE,"New York, USA",,86,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump Sanctuary Cities are Anti-American..strip federal funding.,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Mary Morgan,seagullsquirrel,13,0,147,393,FALSE,TRUE,,,1863,army veteran. 12 years of service. SSG E-6. life long Utah Jazz fan. New York Yankee fan. Doctor Who fan.,FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump No American President should ever be allowed to stay in office if he sexually assaulted 16 women,... https://t.co/pXQ18gkcJ6",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/pXQ18gkcJ6,1,realDonaldTrump,1,,
Lisa Master,lisamccarthy131,19,0,9,6252,FALSE,TRUE,,,194,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel Propaganda news medias need to have to pay consequences . People should be angry an de... https://t.co/dE4ymxxt46,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/dE4ymxxt46,1,"realDonaldTrump, daveweigel",2,,
m.t.b,mrtechb,38,1,36,7890,FALSE,TRUE,"Virginia, USA",,4440,"Kurt Vonnegut said ""We are healthy only to the extent that our ideas are humane"".",FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump I believe that when Trump lies to America - an average of 5.5 times a day, that hearing lies like... https://t.co/Tu5QJobPXB",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/Tu5QJobPXB,1,realDonaldTrump,1,,
Emmy,emmygraham7179,42,0,297,4008,FALSE,TRUE,"Indianapolis, IN",,1468,"#PhillyGirl#Eagles    Love dogs, Big Ten sports, family, friends and being snarky.  Worried about the direction #NotMyPresident is heading.",FALSE,FALSE,,12/10/2017 3:12,@realDonaldTrump   Hah!  How many more of your lies will your minions believe?  You do realize people all over the... https://t.co/y1xK6o1rSu,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/y1xK6o1rSu,1,realDonaldTrump,1,,
gerielkins,iregsnikle,50,1,99,4239,FALSE,FALSE,,,4402,"Mom, RN, been there/done that or at least know someone who has",TRUE,FALSE,939564681743814000,12/10/2017 3:12,"@realDonaldTrump @USArmy @USNavy What would you know about sacrifice and service, Bone Spur Boy?",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, USArmy, USNavy",3,,
Layne,insanelayne,158,6,152,20477,FALSE,TRUE,#MAGAstan USA (whyoming),,4487,#resist #resisttrump #antiGOP.Transitioning to female since oct 2016,FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel You should have never got the office you occupy. You're a worthless pile of !,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
elizabeth teves,TevesElizabeth,268,0,319,492,FALSE,TRUE,Espa??a,,308,Feliz Navidad???????,FALSE,FALSE,939485131693322000,12/10/2017 3:12,@realDonaldTrump YES!!!!! CNN the Most TRUSTED NAME IN NEWS!!!!@CNN,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Eric Walker,todad44,0,0,2,0,FALSE,TRUE,,,10,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump What is the only issue that is fake?,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Gfish,gfish818,500,12,1888,15111,FALSE,TRUE,DC//Falls Church//Fairfax,,14282,"Wine, Wine & Wine, Dad, Potomac River Fisherman, & DC Sports Fan",FALSE,FALSE,,12/10/2017 3:12,@realDonaldTrump SO NOT #MAGA https://t.co/OBCM6lCCZH,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,MAGA,1,https://t.co/OBCM6lCCZH,1,realDonaldTrump,1,,
Jake Leonard,ItsMeJakeJ,725,51,1065,52271,FALSE,FALSE,United States,Eastern Time (US & Canada),22397,20|Horror Movie addict| Obsessed with reality TV| I wanna be stranded on an island for one million dollars|Wee Snaw|,TRUE,FALSE,,12/10/2017 3:12,@realDonaldTrump https://t.co/zLtqr4FSDk,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Luka Luke ???€,LukaLuke966,882,17,1852,13313,FALSE,FALSE,"Blue, in Ruby Red Bama.",America/Chicago,35345,Don't live the same year 75 times and call it a life. World Traveler ???? DC Born ???????? US Army VET ?????????€??????? #WDE???? #HTTR ?????????€???? #Resist #NoRacism????=knightflyer966,TRUE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump  https://t.co/qmzkbYv4d2,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
claudia j pace,ClaudiaJPace,28,0,67,3647,FALSE,TRUE,new york metropolitan area,,664,"International Educator, Attorney,
Rower, Citizen",FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel Yeesh....is this what 12 diet cokes a day does to the human brain?,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Sa Mee,MeeSamee17,10,2,58,146,FALSE,TRUE,"Andaman And Nicobar, India",,4224,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel Liar,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Rdwest1,rdwest1,20,0,268,71,FALSE,TRUE,,Quito,839,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel Get fired for lying?  Great idea.  When are you leaving office Pinocchio?,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
?????????Lizbeth528?????????,elizabeth28536,4462,198,2021,114366,FALSE,FALSE,United States of this world,Arizona,220456,?€?We love you Obama! .OBAMA ????forever #FuckyouTrump #Resistant surprisingly sassy nuyorican. ?????????????????????????? Blocked by @ChuckTtodd  @donaldTrumpJr,TRUE,FALSE,,12/10/2017 3:12,@realDonaldTrump the world hates your guts.... https://t.co/DOD4C7SgmD,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Trump Resistance,StopTheDamLying,478,6,801,10585,FALSE,TRUE,,,8745,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel What leader of any country has ever bothered himself with such silly, childish nonsens... https://t.co/QZaQOkUXag",,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/QZaQOkUXag,1,"realDonaldTrump, daveweigel",2,,
Lis Heredia,lisheredia,655,0,1096,1701,FALSE,TRUE,"Orange, CA",,901,"Wife, mother, abuelita; family first. Moderate conservative; Country before Party, Fiscal Responsibility and Social Equality.",FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump No American should be separated from their loved ones because YOU hate anyone who doesn't look like you.,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Pam Newhouse,pammcg615,4,0,68,492,FALSE,TRUE,"Pennsylvania, USA",,73,,FALSE,FALSE,939480342779580000,12/10/2017 3:12,@realDonaldTrump @CNN You will be impeached.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, CNN",2,,
Palpable Mass,PalpableMass,33,0,174,7096,FALSE,TRUE,,Pacific Time (US & Canada),3127,,FALSE,FALSE,939616077356642000,12/10/2017 3:12,"@realDonaldTrump @daveweigel @washingtonpost Trump is a liar, a sex predator, and a traitor to the US. Totally corr... https://t.co/vV95JLFR3L",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/vV95JLFR3L,1,"realDonaldTrump, daveweigel, washingtonpost",3,,
Sevensecondsofnoise,7secondsofnoise,172,4,101,34670,FALSE,FALSE,,Amsterdam,10959,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel Your obsession w size really does make it look like you're trying to compensate for so... https://t.co/p9tpLrSZai,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/p9tpLrSZai,1,"realDonaldTrump, daveweigel",2,,
Kayleigh Green,kayleighoh,20,0,136,223,FALSE,FALSE,Jamaica,Quito,40,,TRUE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump Can you be deported?,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Sara,StarOne1979,94,2,770,4729,FALSE,FALSE,"Louisiana, USA",Central Time (US & Canada),3093,"I'm married to a disabled Marine Veteran with PTSD, mother to two boys with Autism, and Caregiver to my father who has Ulcerative colitis and type 1 diabetes.",FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump Anyone here illegally, needs to go",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Patty's Paige,TheVictoryTour,1477,92,1010,19747,FALSE,FALSE,United States,Central Time (US & Canada),35418,Victory requires a clear Vision. Marshal your powers to be a Crusader for Change & lets Heal our Country together. #Writer #ExposeTheLies #FreedomFighter4Women,TRUE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel I saw the photos &amp; it showed two entire sections of the balcony were empty &amp; the other... https://t.co/tlHzbP1ayx,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/tlHzbP1ayx,1,"realDonaldTrump, daveweigel",2,,
Fight Back America,PeePeetapes17,251,0,246,2284,FALSE,FALSE,United States,,3062,"#Resist #ImpeachTrump #ProudAmericanMuslim #DefendConstitution #VoteThemOut2018 #VoteCruzOut2018
#BlockedByChiefCovfefe",FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump  https://t.co/fn4ZzOpe8L,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,photo,
Elaine Hara,honestelaine,111,1,437,3524,FALSE,TRUE,Binghamton New York,,4808,"KNEELING is an honorable way to show prayers and reverence for our country, while shedding light on serious issues.",FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump No ONE should be separated from their loved ones, when they have done no crime.",,,Twitter for Windows,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Juls979,Juls979,317,20,1328,320,FALSE,FALSE,"Providence, RI",Eastern Time (US & Canada),663,"writer, photographer, filmmaker, crafter, urban explorer, blogger, industrial food & big business adversary - rawr!",FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump You have no place in the White House.,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Andres Flores,AndresF42688901,1,0,70,1,FALSE,TRUE,"Fresno, CA",,3,Follow your dreams.,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump Fuck you son of the bitch!!!!!!!,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Natalie Finn,natfinnonE,1887,53,3375,13032,TRUE,FALSE,Los Angeles,Pacific Time (US & Canada),9733,Senior Editor at @enews. Wordsmith. Chronicler of foibles. Berkeley grad. Tweeted opinions and irrefutable facts are my own.,TRUE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump  https://t.co/FgSpxBFuz4,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,photo,
Eileen,Eileen176,167,1,511,26492,FALSE,TRUE,,,11723,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel Since you lied 6 times in the past about crowd size, his mistake is understandable. I... https://t.co/Nc7iOm3CFa",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/Nc7iOm3CFa,1,"realDonaldTrump, daveweigel",2,,
Bucci,BaltoBucci,42,1,337,341,FALSE,TRUE,"Baltimore, MD  USA",Eastern Time (US & Canada),285,Bedwettin?€? liberal. Snarky ol?€? homo. Supporter of Nasty Women! Usually retweet others?€? clever thoughts. Sporadically try my own (oopsie if plagiarized!).,FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel Does it really matter, Donnie?  Don't you have WWIII to start or something???",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
Deadman Merk,Merk_the_Hyena,222,1,296,875,FALSE,FALSE,Nowhere,Atlantic Time (Canada),8350,Scumdog. Dead man walking.,FALSE,FALSE,939616077356642000,12/10/2017 3:12,@realDonaldTrump @daveweigel @washingtonpost so I'm guessing that blonde blob in the suit with a red tie is some ot... https://t.co/irY6ZUE9Y9,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/irY6ZUE9Y9,1,"realDonaldTrump, daveweigel, washingtonpost",3,,
MARLYMARR-Comedian,MarlyMarr72,125,4,276,1562,FALSE,FALSE,"Dallas, TX",Eastern Time (US & Canada),2770,Comedian in Dallas....Just trying to get some attention and fame.,TRUE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump You Day is coming!!!! How dare you even speak of civil rights!! Go directly to jail you idiot!!!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Basil Maarud,Basilmaarud,12868,39,302,4100,FALSE,TRUE,,Copenhagen,1991,,FALSE,FALSE,939634404267380000,12/10/2017 3:12,@realDonaldTrump @daveweigel It's fake news mr Trump,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
CALLING ALL PATRIOTS,itsugamom,1170,10,1797,3099,FALSE,TRUE,daltonGA,,4040,"MY PRESIDENT Donald Trump! I am a Trumplican! I hate #FAKENEWS! I want the Swamp Drained! Southern Georgia Girl, from Marla?€?s home town! Followed by @GenFlynn",FALSE,FALSE,,12/10/2017 3:12,@realDonaldTrump keeps his promises! https://t.co/E7693l65ky,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/E7693l65ky,1,realDonaldTrump,1,,
KATCYBAR,kbarkerb,190,2,672,15210,FALSE,TRUE,Cincinnati,,6337,"""people who love to eat are always the best people"" JC",FALSE,FALSE,939149296389251000,12/10/2017 3:12,@realDonaldTrump Did you see that fake news about no one attending the Christmas tree lighting ceremony? I bet mill... https://t.co/tUxlEQrB5L,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/tUxlEQrB5L,1,realDonaldTrump,1,,
Kay,kayreed123,151,0,735,14224,FALSE,TRUE,Santa Barbara,,4522,Grandmother wanting the best world possible for future generations.,FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel Whine, whine!![?]",,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
B Allen,tangie692002,40,0,871,106,FALSE,TRUE,,Central Time (US & Canada),1910,,TRUE,FALSE,939475127552618000,12/10/2017 3:12,@realDonaldTrump Tiny gym,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Samantha Jean,Samiam1321,46,3,51,1974,FALSE,TRUE,,Pacific Time (US & Canada),9875,,TRUE,FALSE,939480342779580000,12/10/2017 3:12,@realDonaldTrump @CNN Watch to see if the American people fire you. https://t.co/ZbewSTfaeV,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, CNN",2,photo,
Marlene,Marlene02374846,983,7,1260,60725,FALSE,TRUE,,,91696,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump You are a complete disgrace you evil piece of crap,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Kill Gerry Mander????,AngryLogician,588,7,584,2661,FALSE,TRUE,Not Here,,18742,#25thAmendmentNow #resistance #impeachTrumpnow #blackoutTrump #SneakerRyanMustGo #Trumprussia,FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel Hey Donnie, sit down. Your penis envy is showing again.",,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel",2,,
caitlyn ??\_(???)_/??,ohcaitlyn737,240,4,394,7130,FALSE,FALSE,new jersey,Eastern Time (US & Canada),14949,whiney and a kick ass human,TRUE,FALSE,939477807813595000,12/10/2017 3:12,@realDonaldTrump hi you're disgusting,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,,
We The People,ResistRemoveDT,728,1,936,26380,FALSE,TRUE,United States,,4828,The greatest threat to a malicious government is education; not guns. The greatest threat to education is religious fanaticism. Fear is the result of ignorance.,FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump So, is that mean that you'll stop instigating hatred amongst your base and pass some gun control r... https://t.co/tjFQqofMYV",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,1,1,,0,https://t.co/tjFQqofMYV,1,realDonaldTrump,1,,
samanthalynn ???,samlynn_13,170,3,379,1120,FALSE,FALSE,,Quito,29382,,TRUE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump @WhiteHouse @QueenSteckman this idiot needs impeached or assassinated. I'm 100% okay with either at this point,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, WhiteHouse, QueenSteckman",3,,
UnicornStabs,unicornstabs,106,1,478,767,FALSE,FALSE,Narnia or some shit,Pacific Time (US & Canada),2434,I only came here to be a troll and now I'm part of the #Resistance. ???? ???,FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel Hey, who else remembers that time Trump paid for a full-page ad demanding the death pe... https://t.co/rKP8gqpiA0",,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/rKP8gqpiA0,1,"realDonaldTrump, daveweigel",2,,
CynicalK,poptopdop,36,0,265,403,FALSE,FALSE,,Mountain Time (US & Canada),1084,,FALSE,FALSE,939485131693322000,12/10/2017 3:12,@realDonaldTrump Yet you continue to check in and watch?,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
N. Davis,DrNat01,2636,5,2986,12055,FALSE,TRUE,"Massachusetts, USA",,27016,"Pediatrician, activist! #TheResistance #Indivisible #VoteBlue Patriot ???????? #ImpeachTrump #EmolumentsClause #DerelictionofDuty #ObstructionofJustice",FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump Anyone ever tell you that you look and talk like an alien? Really. Like someone from another planet,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,1,,0,,0,realDonaldTrump,1,,
Kelly Fox,KellyFo32111112,1,0,19,1,FALSE,TRUE,"Pennsylvania, USA",,22,The Truth,FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump My wife is from Kenya. If someone sneaks across the border, they're shot dead. Not the border agents.",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Shelly Masek,pebbleswolfbane,3,0,47,23,FALSE,TRUE,,Pacific Time (US & Canada),3,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump What about our home grown murders!,,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Gene Douglas,GeneDouglas7,9709,4,4667,6962,FALSE,TRUE,Southern USA,,13994,"MSG(Ret)ARMY OathValid,NRA endowment-32nd DegreeSR-spouse: DeepWaterSpec Stop giv????2illegals-refugees,Giv2Vets.#BanSharia #Trump2020#Christians#????#Military ????????",FALSE,FALSE,,12/10/2017 3:12,@realDonaldTrump 4th circuit judges and 9th circuit judges R liberals who read laws per their liberal views; they n... https://t.co/azkanKtbBM,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/azkanKtbBM,1,realDonaldTrump,1,,
Jerry Shirley,JerryShirley5,29,0,84,464,FALSE,TRUE,,,493,,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump Build the wall,,,Twitter for Android,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
baldhedjer,baldhedjer,39,0,243,1481,FALSE,FALSE,In the wind,Pacific Time (US & Canada),1176,"Hockeky fan, and a serious fan of fighting in the game. Opinionated and sarcastic. not politically correct.",FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump No candidate for president should collude with an adversary.  Resign, traitor.",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
iTouch things,We_Must_MAGA,58,4,17,2678,FALSE,FALSE,,Pacific Time (US & Canada),2771,We must end left wing politics and feminism! We must take care of our country first! We must bring back the good ol' days! Make America great again! #TrumpPence,FALSE,FALSE,939680422493073000,12/10/2017 3:12,@realDonaldTrump Seattle and King County are refusing to cooperate with federal law. Many illegals here. Seattle is... https://t.co/bHG8Adz8b5,,,Twitter Lite,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/bHG8Adz8b5,1,realDonaldTrump,1,,
Fuzzy,kimmiesorensen,1125,8,1669,25989,FALSE,FALSE,depends on the day,Pacific Time (US & Canada),13048,geeky mom. good w/math. world traveler. love my veteran hubby. can't believe we wake up to shit everyday. only block Trumpies and people I work with,FALSE,FALSE,939616077356642000,12/10/2017 3:12,@realDonaldTrump @daveweigel @washingtonpost Dude.  We can see you walking in   You are a joke,,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, daveweigel, washingtonpost",3,,
VooDooQueen,voodooqueen55,127,0,462,278,FALSE,TRUE,,,1038,,TRUE,FALSE,939521466634326000,12/10/2017 3:12,@realDonaldTrump @PhilBryantMS YOU. WERE. GREAT.  PROUD. OF. YOU.  Please visit us again.,,,Twitter Web Client,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,"realDonaldTrump, PhilBryantMS",2,,
SamP,spandat,449,5,971,16549,FALSE,TRUE,USA,,12757,"businessman,Proud democrat,can't stand hypocrites,big mouths who can't listen. politics, binge streaming. anti Fox.",FALSE,FALSE,939680422493073000,12/10/2017 3:12,"@realDonaldTrump Wow ! you are a vile, lunatic, racist, ignorant person who is destroying America",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
Steve Bannon,reaISteveBannon,26,0,3,0,FALSE,FALSE,"Washington, DC",,6213,,FALSE,FALSE,,12/10/2017 3:12,"@realDonaldTrump They can impeach you for this, but they can't get to me.",,,Daddy's Calling,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
RandyH,RandyH1111,13,0,19,1662,FALSE,TRUE,,,757,"Father of four sons, lucky husband, and happily stumbling through life",FALSE,FALSE,939634404267380000,12/10/2017 3:12,"@realDonaldTrump @daveweigel It wasn't fake, Moron Don.  Pic was taken before the rally began.  Weigel deleted the... https://t.co/bUBSsxhbQD",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/bUBSsxhbQD,1,"realDonaldTrump, daveweigel",2,,
PaulaSissonen,paula_sissonen,21,0,113,731,FALSE,TRUE,BC forever,Mountain Time (US & Canada),307,Today's plan: setting up an exercise program for my eye lids.,TRUE,FALSE,939642796289470000,12/10/2017 3:12,"@realDonaldTrump I think your congratulations are hot air at best.  You are a bleating, blaring, narcissistic air h... https://t.co/iejDV2ZEsa",,,Twitter for iPhone,realDonaldTrump,TRUE,FALSE,0,0,,0,https://t.co/iejDV2ZEsa,1,realDonaldTrump,1,,
AllOthersBringData,winter19sprite,63,0,62,32272,FALSE,TRUE,,,2627,Just a simple engineer here.,FALSE,FALSE,939560154269405000,12/10/2017 3:12,"@realDonaldTrump Was it hard to choke those words out at the Civil Rights museum today, you racist hypocrite, Trump?",,,Twitter for iPad,realDonaldTrump,TRUE,FALSE,0,0,,0,,0,realDonaldTrump,1,,
