name,username,followers_count,listed_count,following,favorites,verified,default_profile,location,time_zone,statuses_count,description,geo_enabled,contributors_enabled,tweet_id,tweet_time,tweet_text,tweet_lat,tweet_long,tweet_source,tweet_in_reply_to_screen_name,tweet_direct_reply,tweet_retweet_status,tweet_retweet_count,tweet_favorite_count,tweet_hashtags,tweet_hashtags_count,tweet_urls,tweet_urls_count,tweet_user_mentions,tweet_user_mentions_count,tweet_media_type,tweet_contributors
Michael Lee Awesome,mcredwood,185,6,835,4053,False,True,United States,,7359,Working towards pulling the curtain back. We all deserve better. The whole world 🌎 is important and one day we will work together. Hopefully sooner than later.,True,False,939485131693322240,2017-12-09 15:45:45,"@realDonaldTrump trump--the dirtiest, slimiest, least amount of character attached to it, grifting, entitled, egoti... https://t.co/TggXLp2X8L",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/TggXLp2X8L,1,realDonaldTrump,1,,
Mark A Scott,TXFan4Mavs,33,1,416,44,False,False,"Somerville, TX",Central Time (US & Canada),317,Be kind and respect all living things during your time on Earth.,True,False,939480342779580416,2017-12-09 15:45:44,"@realDonaldTrump @CNN Funny how when you lie, no problem! When anyone else lies, it hell and damnation. I would tru... https://t.co/zDIm0xnV4X",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/zDIm0xnV4X,1,"realDonaldTrump, CNN",2,,
CarolAnn BaileyLloyd,CarolAnnB,8042,165,9085,1443,False,False,South Carolina,America/New_York,11050,"Corny poet, artist, animal ♥r  Writer, #SocialMediaSorceress, Author, ProBlogger, Muse #TwitterExpress #SocialMedia https://t.co/LVS7gEhEqN",False,False,939006911629869056,2017-12-09 13:21:24,@realDonaldTrump Really...? What is your malfunction????,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Cheri Wallace,CheriWallace20,53,0,150,1518,False,True,United States,,931,,False,False,939480342779580416,2017-12-09 13:21:23,@realDonaldTrump @CNN CNN are making theirselves look mighty stupid  as usual,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, CNN",2,,
Kathy Day,KathyDa20260581,6,0,2,971,False,True,,,123,,False,False,939355447273906182,2017-12-09 13:21:23,@realDonaldTrump Million are praying for you,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Michel Brewer,MichelBrewer8,68,1,43,9808,False,False,Medina Ohio,Eastern Time (US & Canada),4054,"Mom, Grandma, Gardener.Seeker of truth.Desire to leave the world better place for our children. Blocks bots & pervs that follow me. ♥Tribe, Cavs,",False,False,939475127552618496,2017-12-09 13:21:23,@realDonaldTrump LoL. I saw the photos.,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
CarFullofEriks,CarFullofEriks,2,0,20,45,False,True,,Quito,1666,,False,False,939480342779580416,2017-12-09 13:21:23,@realDonaldTrump @CNN I wish you were Fake News. https://t.co/KpSwCYz9R1,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, CNN",2,photo,
all 22 NFL Insights,all22_NFL,131,8,728,1690,False,False,GA,Eastern Time (US & Canada),9242,"I evaluate football. I have an analytics background. Tape marries Metrics.  Watch the film. writer@cheeseheadtv, podcast at https://t.co/9LIAZ21db0",False,False,939480342779580416,2017-12-09 13:21:23,@realDonaldTrump @CNN  https://t.co/wXMowoeJge,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, CNN",2,photo,
Katt Bleu,kattbleu,604,52,1013,9706,False,False,"Pacific Northwest, USA",Mountain Time (US & Canada),8178,"mba, powered by 🍵 and sarcasm; hella funny with a healthy dose of cynicism; podcast enthusiast; ❤️my family, 🏌️ , 🎱, 📖 , 📷, and ⛺️. #resist",False,False,939480342779580416,2017-12-09 13:21:23,@realDonaldTrump @CNN Remember when you retweeted a British hate groups fake news and said it didn't matter if it w... https://t.co/QGfeXbT0f3,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/QGfeXbT0f3,1,"realDonaldTrump, CNN",2,,
Sergio Negron,SergioNegron5,64,0,170,441,False,True,"Florida, USA",,889,"Former Army NCO, Nation & flag supporter; abide citizen and true believer!",True,False,939475127552618496,2017-12-09 13:21:22,@realDonaldTrump Good Vibes!,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Obinna Udeh,OFUdeh,84,0,212,108,False,False,"Aba, Nigeria",Africa/Lagos,335,Learner. Teacher.  FutureOfJobs2017@gmail.com,True,False,939477807813595136,2017-12-09 13:21:22,"@realDonaldTrump ,",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
american mike,shoot38special,2580,1,1207,45187,False,True,Mid south,,20269,"I'm still very excited we are done with disgusting Hillary and Hussein Obama, competition shooter,proud Trump supporter",False,False,939480342779580416,2017-12-09 13:21:22,@realDonaldTrump @CNN  https://t.co/TE1C5zUsBS,,,Twitter for iPhone,realDonaldTrump,True,False,0,1,,0,,0,"realDonaldTrump, CNN",2,photo,
Sick Institutions Michael,mtmerv,1357,2,1775,14521,False,True,"New York, NY",,4526,Erstwhile centrist; sometime libertarian; resister. Knowledge and competence are not elitist. Trump endorses a child molester and retweets fake snuff videos.,False,False,939477807813595136,2017-12-09 13:21:22,@realDonaldTrump And Moore will help create jobs! (For the D.C. Office of Child Protection Services.),,,Twitter for iPhone,realDonaldTrump,True,False,2,32,,0,,0,realDonaldTrump,1,,
Abdul Quddush,AbdulQuddush15,4,0,51,41,False,True,,,47,,False,False,939475127552618496,2017-12-09 13:21:21,@realDonaldTrump You are killer and busterd.,,,Mobile Web (M2),realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Maria DeVito,MariaDeVito7,7,1,52,946,False,True,"New York, USA",,834,Honesty,False,False,939477807813595136,2017-12-09 13:21:21,@realDonaldTrump How in Gods name can you endorse this man. Don't you think maybe you should have stayed neutral?... https://t.co/wGiinSWLXV,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/wGiinSWLXV,1,realDonaldTrump,1,,
Sarah DeKoven,sarah_dekoven,10,1,46,1085,False,True,,,751,A lifelong Republican who is now Independent!! Fiscal conservative and socially moderate.,False,False,939475127552618496,2017-12-09 13:21:21,@realDonaldTrump #32%ApprovalRateInCountry.,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Roxana G Tuff,roxytee,32,0,315,1321,False,False,Texas,Central Time (US & Canada),2814,"I am a Native Texan, an artist, cattle ranch girl, and a retired University Art and Design Senior Lecturer. I'm married, have no kids, but lots of fur-babies.",False,False,939355447273906182,2017-12-09 13:21:21,"@realDonaldTrump I want a country FREE of YOUR bigotry, sexism,misogyny,greed,lying,white privilege,political &amp; social ignorance. Resign!",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Sandy,saabreu56,192,0,177,30196,False,True,,,9474,,True,False,939480342779580416,2017-12-09 13:21:20,@realDonaldTrump @CNN  https://t.co/BdIUtLHUB0,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, CNN",2,photo,
GB11,Gb11RWTT,9,0,2,1176,False,True,,,464,,False,False,939480342779580416,2017-12-09 13:21:20,@realDonaldTrump @CNN Your paid for wife is a whore! You and fuck stick jr will be in prison soon. https://t.co/oWAxV278Nl,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,"realDonaldTrump, CNN",2,photo,
Patty Becker,BrownEyedGirlOH,187,5,188,6650,False,False,"Mentor, OH",,4936,"Lifelong Democrat from Cleveland, OH...love our Indians & Cavs!  Devoted to animal rescue & welfare.
My faith in God is at the center of my life.",True,False,939480342779580416,2017-12-09 13:21:20,@realDonaldTrump @CNN The ENORMOUS DIFFERENCE between you &amp; CNN is that YOUR LIES ARE CONTINUOUS &amp; INTENTIONAL.  CN... https://t.co/fNEmWSxMDn,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/fNEmWSxMDn,1,"realDonaldTrump, CNN",2,,
News_Express,Livenews509,956,0,1532,10162,False,False,"Croix-des-bouquets,Ouest,Haiti",America/Port-au-Prince,2504,"it's our job to go there #Teamfollowback
#Follow me i will follow you back Please",True,False,939480342779580416,2017-12-09 13:21:20,"@realDonaldTrump @CNN She forged the dates, maybe it's a forged signature, maybe it's not. If she's going to forge... https://t.co/Au978rQQ9p",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/Au978rQQ9p,1,"realDonaldTrump, CNN",2,,
Sue Shaw,sueshaw0,582,3,984,43907,False,True,"Maryland, USA",,45303,America will overcome,False,False,939477807813595136,2017-12-09 13:21:19,@realDonaldTrump  https://t.co/e8sDxvXhPP,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
sheila jones,crispycrunc,19,0,48,3147,False,True,,,719,,False,False,939475127552618496,2017-12-09 13:02:22,"@realDonaldTrump You do realize the population of the us exceeds 30,000",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Gerard Thacher,ThacherGerard,687,2,1533,319,False,False,"The Adirondack Forest, NY",,2088,"Writer, Baker, Chef, Guardian of Life, Spiritualist, Lover of God, Country & Education, Proud Son of a World War Two Hero",False,False,939477807813595136,2017-12-09 13:02:22,"@realDonaldTrump Mr. President I think we should vet Pelosi &amp; Schumer. Psychologically, they have been acting OBSCU... https://t.co/OZG7lGdwqz",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/OZG7lGdwqz,1,realDonaldTrump,1,,
"Not RD, I Am",wikileakslover,852,26,1811,2070,False,False,"Adelaide, South Australia",Adelaide,4840,"STOP BOGUS WARS ON TERROR. Power tends to corrupt, and absolute power corrupts absolutely (Lord Acton) WATCHING",True,False,938804374079459329,2017-12-09 13:02:22,"@realDonaldTrump Wanker, Australian intel warned America about the imminent threat @PH, u lot chose to ignore it so... https://t.co/G4LUJIPqU3",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/G4LUJIPqU3,1,"realDonaldTrump, ph",2,,
Bob,Bob0sk8,30,3,38,576,False,True,Transylvania,Pacific Time (US & Canada),3236,,False,False,939475127552618496,2017-12-09 13:02:21,@realDonaldTrump  https://t.co/6Wl1QKNgc4,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Casey matheson,Caseymatheson2,26,0,217,1054,False,True,"Gig Harbor, WA",,653,I excel at mediocrity,False,False,939375570919612416,2017-12-09 13:02:21,"@realDonaldTrump God isn't real, fuck off and resign",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
BareLetter,BareLetter,4098,2,217,1742,False,False,"Miami, FL",Eastern Time (US & Canada),4151,"Platform For Open Letters. If your so called facts are ""Alternative Facts"" we'll not debate w/ you! If you're a fake Christian like a Trumpling, Jesus weeps 4 U",False,False,939475127552618496,2017-12-09 13:02:21,@realDonaldTrump SMART? LMFAO. I've met many of your loser supporters and most of them are fking dumb as hell.,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Marcos,Kerubbin,166,2,251,886,False,False,Barcelona,Berlin,2466,"Ex pilot. Kite&Surfer, nature & sci-fi freak. Liberal and fiercely European.",True,False,939477807813595136,2017-12-09 13:02:20,@realDonaldTrump Are Republican voters so partisan-jammed that they'll vote (again) for their candidate despite of... https://t.co/A5IfmvfVt6,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/A5IfmvfVt6,1,realDonaldTrump,1,,
Ronald Souder,resouder,27,0,63,1328,False,True,"Mesa, AZ",,1746,,False,False,939475127552618496,2017-12-09 13:02:19,"@realDonaldTrump Liar,liar,liar",,,Twitter for iPad,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Kathleen Ryan,kat8888,109,1,266,12460,False,True,United States,,964,"Vietnam-era Army veteran, Military Intelligence (66th MI Group/18th MI Bn); licensed social worker; VA social worker (retired). #Resist!",True,False,939477807813595136,2017-12-09 13:02:19,"@realDonaldTrump You are delusional, as usual. Jones prosecuted the KKK, your base voters. That's why you don't lik... https://t.co/79JDXzoCzT",,,Twitter for iPhone,realDonaldTrump,True,False,0,2,,0,https://t.co/79JDXzoCzT,1,realDonaldTrump,1,,
छोटे सरकार,satishsah12,1167,7,21,8705,False,False,"Bihar, India",Pacific Time (US & Canada),11701,🚩🚩 अपना भारत स्वक्ष भारत। नशामुक्त भारत। दहेज़ मुक्त भारत। अबकी बार मोदी सरकार। बिहार। हर घर भगवा छायेगा । भाजपा । जय श्री राम🚩🚩 @narendramodi  @pmoindia,False,False,939189419386470401,2017-12-09 13:02:18,@realDonaldTrump Great trump,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Michael L,michaelleves,426,5,412,57457,False,True,,,26614,truth needs no defense,True,False,939477807813595136,2017-12-09 13:02:18,@realDonaldTrump  https://t.co/lisvPHqkO9,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Lisa Rhodes,Weezylee58,90,3,187,5888,False,False,"Hanson, KY",,1047,"Dogs, birds, nature, protecting the environment.",False,False,939274666404909056,2017-12-09 13:02:18,@realDonaldTrump Thanks for the warning. I'm sure they smelled your foul stench even before the plane landed scumbag.,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Paris Barber,BaphometsReign,94,0,527,324,False,False,"widnes, cheshire",,731,here to find out about news not posted on facebook.,False,False,,2017-12-09 13:02:18,@realDonaldTrump https://t.co/kbVjsezaon,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
RogueMom,roguemom33,391,2,423,17572,False,True,Fucking Florida it's always FL,,5440,"Former teenage delinquent turned PTO president, (truth lol) gone rogue. Warrior. Wanderer. Money is not the greatest good. I believe in peace....bitch. #Resist",True,False,939477807813595136,2017-12-09 13:02:17,@realDonaldTrump So creepy that you don't care that he's a pedophile. It's like you understand and forgive his depr... https://t.co/jZtXylbz8Y,,,Twitter for Android,realDonaldTrump,True,False,0,1,,0,https://t.co/jZtXylbz8Y,1,realDonaldTrump,1,,
@MamaKnits3,Mamaknits3,2471,7,3593,11294,False,False,"Alberta Canada, USA",Saskatchewan,9978,Happily married.🇨🇦Canadian~American🇺🇸Retired US Army RN 1967-1973 NhaTrang 67th Medical Group ~Don't get me started on the Mango Mussolini.#TheResistance,False,False,939477807813595136,2017-12-09 13:02:16,@realDonaldTrump  https://t.co/0XRgduhP4U,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
Gary,pitpony2011,258,54,261,32357,False,False,"Nova Scotia, Canada",Eastern Time (US & Canada),58117,,True,False,939477807813595136,2017-12-09 13:02:16,"@realDonaldTrump ""Funny....the crowd here wore the white sheets.....like the 50 million at my inauguration....!!"" https://t.co/vFqdEByIq8",,,Twitter Web Client,realDonaldTrump,True,False,1,1,,0,,0,realDonaldTrump,1,photo,
J,itsmejayd63,19,0,36,3075,False,False,Syracuse,Pacific Time (US & Canada),4146,fitness enthusiast,False,False,,2017-12-09 13:02:16,@realDonaldTrump I guess Hope threw you under the bus before you could do it to her. Have Jr. steam your pants whil... https://t.co/riEtOpBnps,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/riEtOpBnps,1,realDonaldTrump,1,,
Sandra.Cass,mama_green15,23,0,94,3042,False,True,"Keeseekoose 66-CA-06, Saskatchewan",,3120,,False,False,939475127552618496,2017-12-09 13:02:16,@realDonaldTrump WTF. how does this delusional idiot function? Hardly anyone there. Still lying.,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
donald welch,donniemeister69,0,0,14,0,False,True,,,33,,True,False,,2017-12-09 13:02:15,"@realDonaldTrump push the ""your dreams are my dreams"" statement.  it's your JFK/""ask not""...WC/""this will be our fi... https://t.co/KQi4ZZAt0H",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/KQi4ZZAt0H,1,realDonaldTrump,1,,
Carl Allan Salonen,CarlASalonen,947,16,1146,12157,False,False,NYC,Eastern Time (US & Canada),24826,"I'm just this really talented, funny, handsome, sexy, intelligent, creative, tall...oh, wait! That's my brother!  Award winning writer, actor & photographer.",True,False,939355447273906182,2017-12-09 13:02:15,"@realDonaldTrump Happy Holidays, Footnote-In-Chief!",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Larry Malinowski,Malinowski_L,21,1,40,655,False,True,"Warren, Michigan",Atlantic Time (Canada),759,,False,False,939375570919612416,2017-12-09 12:52:18,@realDonaldTrump Tiger's ex Lindsey has said she represents America at the Olympics but not you. With the Russians... https://t.co/CwdYCCie9h,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/CwdYCCie9h,1,realDonaldTrump,1,,
catherine phelan,CWPhelan,54,0,53,16004,False,True,Atlanta,,1598,"Kick-Ass Grandma, retired physiologist, urban chicken fanatic",True,False,17979321264115714,2017-12-09 12:52:17,"@realDonaldTrump Wishing you a very just and speedy impeachment. You're a white supremacist, racist, traitor, pedop... https://t.co/iWrcsWFAgD",,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/iWrcsWFAgD,1,realDonaldTrump,1,,
Phony Forty-five,PhonyFortyFive,80,2,130,2450,False,True,Moral high ground,,1992,"You have your view, I have mine.",False,False,939475127552618496,2017-12-09 12:52:17,"@realDonaldTrump What a crowd! It was huge, believe me. #25thAmendment https://t.co/Xr4Pb8Xsx3",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,25thAmendment,1,,0,realDonaldTrump,1,photo,
@BayStaterinFL,BayStaterInFL,34,5,63,567,False,True,"Florida, USA",Eastern Time (US & Canada),2509,,False,False,939475127552618496,2017-12-09 12:52:17,"@realDonaldTrump Judges who support the Constitution, Removing frivolous regulations, tax cuts (coming), foreign po... https://t.co/XX5EFL33AU",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/XX5EFL33AU,1,realDonaldTrump,1,,
Harish Padale,HPadale,36,2,390,4114,False,True,,,3705,,False,False,939475127552618496,2017-12-09 12:52:15,@realDonaldTrump ITS TEAM A MOVIE AND DICTATOR MOVIE OCEANIC 11 12 13 AND INCEPTION MOVIE AND MATRIX MOVIE AND ALAS... https://t.co/NjMV58MKgf,,,Twitter for Android,realDonaldTrump,True,False,1,1,,0,https://t.co/NjMV58MKgf,1,realDonaldTrump,1,,
Patricia Lowrey,PatriciaLowrey1,80,1,75,15413,False,False,,,2042,,True,False,939475127552618496,2017-12-09 12:52:15,@realDonaldTrump GOOD MORNING MR. PRESIDENT!! Love watching your rallies @RSBNetwork does a great job showing the w... https://t.co/3Q9bMdbBGS,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/3Q9bMdbBGS,1,"realDonaldTrump, RSBNetwork",2,,
Seero,ChannelSeero,105,2,828,5597,False,True,,Pacific Time (US & Canada),3904,,False,False,939355447273906182,2017-12-09 12:52:15,@realDonaldTrump Yes. You are so right. I do want change and I'm going to make sure you get impeached. This is my v... https://t.co/ftSbKd3pFf,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,https://t.co/ftSbKd3pFf,1,realDonaldTrump,1,,
Millie Ervin,4UrIs,34,1,67,2687,False,False,USA,Central Time (US & Canada),858,Merry Christmas!! God bless you and yours!,True,False,939475127552618496,2017-12-09 12:52:15,@realDonaldTrump I told you how much you'd love it there.,,,Twitter for iPad,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
JoJo,NotreDameBaby,4611,3,4128,190155,False,True,USA,,77056,"Love my Family, Love my Job, Love my Country, Love My President #MAGA #ProudAmerican #CNNLies #CorruptMedia #ObamaTraitor #Lockherup 🇺🇸TRUMP2020🇺🇸",False,False,939355447273906182,2017-12-09 12:52:13,@realDonaldTrump Wow. What a crowd!! Wish I could have been there to see you and hear you speak. We love and suppor... https://t.co/1Y4Hc4sMGq,,,Twitter for iPad,realDonaldTrump,True,False,4,9,,0,https://t.co/1Y4Hc4sMGq,1,realDonaldTrump,1,,
toni,_povero,62,4,100,1347,False,True,Mondo/mundo/monde/world/tierra,,3028,La tua vita è nelle mie mani,True,False,939475127552618496,2017-12-09 12:52:13,@realDonaldTrump The bill to pay of your sionist sponsor : Jerusalem,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Victoria Mopez,VictoriaMopez,1,0,22,29,False,True,,,75,,False,False,939375570919612416,2017-12-09 12:52:12,"@realDonaldTrump You mean the God you don't believe in? It's ok, not everyone does. Then again...we don't all lie a... https://t.co/7jVmgAxc5Q",,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/7jVmgAxc5Q,1,realDonaldTrump,1,,
dkirera,dkirera1,75,2,609,30,False,True,USA,,1922,,True,False,939475127552618496,2017-12-09 12:52:12,@realDonaldTrump Yep they are very smart when you are screwing them with higher taxes and minimal deductions. You w... https://t.co/8xPQ8YjYEe,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/8xPQ8YjYEe,1,realDonaldTrump,1,,
Rhoda Kadalie,kadalie_rhoda,72,1,207,328,False,True,,,2757,,False,False,939475127552618496,2017-12-09 12:52:12,@realDonaldTrump I love Pensacola where my daughter learnt Aviation Mechanics.,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Judy Sharyn,sharyn_judy,37,0,82,5129,False,False,Ohio & Texas,Eastern Time (US & Canada),1977,"“Libtard"", a term used by the ignorant to describe a person who is fluent in science, history, international relations, math, grammar, and spelling.",False,False,939475127552618496,2017-12-09 12:52:11,"@realDonaldTrump Yes Donald, there are still many people who are uneducated, racist, and delusional. Your kind of p... https://t.co/GGrkKBJOA8",,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,https://t.co/GGrkKBJOA8,1,realDonaldTrump,1,,
Patti,good_grandma,389,1,494,37219,False,True,,Pacific Time (US & Canada),13983,,False,False,939475127552618496,2017-12-09 12:52:11,@realDonaldTrump Oh by the way how is your 32% approval rating,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Bitchin,brust51,19,0,39,83,False,True,,,2163,"Yes, that's right...I can be a real drip.",False,False,939475127552618496,2017-12-09 12:52:10,@realDonaldTrump Morons think dull people are smart...everything's relative.,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Heftylefty,heftylefty250,22,0,136,581,False,True,"West Virginia, USA",,993,"golfin, fishn, and the blues",False,False,939475127552618496,2017-12-09 12:52:10,@realDonaldTrump Newt loves Bob https://t.co/EVKa551n4d,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
michele,EaglezFan,325,2,457,3066,False,True,Philadelphia,Central Time (US & Canada),9131,I am not conservative I am not liberal. I do not believe in god. I believe in accessories and football.,False,False,939475127552618496,2017-12-09 12:52:09,@realDonaldTrump Packed to th rafters?  Do you ever tell the truth? https://t.co/u4onLrNVhh,,,Twitter for iPhone,realDonaldTrump,True,False,1,1,,0,,0,realDonaldTrump,1,photo,
Alejandro R. Lopez,AlejandroRLope3,129,1,149,7058,False,True,United States,,8026,"Lawyer in the Sunshine State, U.S.A., since 1989.Owner of my own solo Firm. Practice areas: immigration, personal injury, domestic relations, and probate.",False,False,939475127552618496,2017-12-09 12:52:09,@realDonaldTrump Really smart...the understatement of the year. Good job supporting a racist pedoplile and mocking... https://t.co/EyVNyWKFdY,,,Twitter for Android,realDonaldTrump,True,False,0,1,,0,https://t.co/EyVNyWKFdY,1,realDonaldTrump,1,,
David Edelstein,david_edelstein,36242,334,20550,417,False,False," 305.538.4545 · Miami, FL ",Eastern Time (US & Canada),7573,"KY⇒ATL:BA⇒NYC:acting school⇒MIA:JD⇒PD⇒ESQ,Dad,dog owner,musician & social media obsessed frustrated actor https://t.co/NxSqudL2nb https://t.co/3HJ6tCj4Sk",True,False,939475127552618496,2017-12-09 12:52:09,@realDonaldTrump I throw up a little in my mouth every time I read one of your tweets,,,Twitter for Android,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Stuck in the Middle,paintspot7,9,0,61,23,False,True,"Florida, USA",,339,"Husband, Father, Dislike Stupid, Lying, Thieving Politicians, VTO (Vote Them Out)",True,False,939149296389251072,2017-12-09 12:41:39,@realDonaldTrump Lets see if the people of Alabama do the right thing! Jones or Moore? This will let the rest of ou... https://t.co/CoT3flNjJx,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/CoT3flNjJx,1,realDonaldTrump,1,,
@Liberal life,PriscillaSee2,330,2,962,25927,False,True,,,1612,#Resist #Persist,True,False,939355447273906182,2017-12-09 12:41:37,@realDonaldTrump  https://t.co/UKkOfSjicx,,,Twitter for iPad,realDonaldTrump,True,False,0,2,,0,,0,realDonaldTrump,1,photo,
Tim Williams,timwilliamsart,3730,128,2961,68396,False,False,"Atlanta, GA",Atlantic Time (Canada),50121,"I draw a lot. Award winning freelance illustrator. Love my family, sports, bad movies & twisted humor. You now know more about me than my mom does. #Resistance",True,False,,2017-12-09 12:41:36,"@realDonaldTrump You claimed in your little rally that you won in a ""landslide."" Hillary beat you by 3 MILLION VOTES. 3 MILLION. 3 MILLION!",,,Twitter for Android,realDonaldTrump,True,False,0,1,,0,,0,realDonaldTrump,1,,
Elaine McCarty,mcelle16bea,6,0,42,16,False,True,"Auburn, ME",,381,,False,False,939375570919612416,2017-12-09 12:41:36,@realDonaldTrump And we should elect pedophiles?,,,Twitter Lite,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
18.5.617,TBGamer18,22,0,62,123,False,True,"مكة المكرمة, المملكة العربية السعودية",,90,گلُ شُيَء آڌآ گثرٍ رٍخـص آلُآ آلُعٍقلُ آڌآ گثرٍ غلُآ 😔🖤🌃,False,False,939189419386470401,2017-12-09 12:41:36,@realDonaldTrump kl khr~ mk yklm,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,,
Gail Overstreet,WizeGran,51,0,336,10693,False,True,,,6865,,False,False,939375570919612416,2017-12-09 12:41:36,@realDonaldTrump If you were upholding your oath of office to defend the Constitution you would be defending every... https://t.co/ZwzwbiybID,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,,0,https://t.co/ZwzwbiybID,1,realDonaldTrump,1,,
fourxmom,fourxmom,350,2,633,5063,False,False,,Eastern Time (US & Canada),3781,"mom of four - political junkie - vegan - proud defender of LGBTQ - runner, reader, clean eating #resist #stillwithher",False,False,,2017-12-09 12:41:36,@realDonaldTrump we will not be intimidated by a clown #Resist #TheResistence #ResignNow #ImpeachNow,,,Twitter for iPhone,realDonaldTrump,True,False,0,0,"Resist, TheResistence, ResignNow, ImpeachNow",4,,0,realDonaldTrump,1,,
Blabberwocky,afubarrafter,4,0,27,186,False,False,"Looking Glass, USA",,1753,"'Twas brillig, and the slithy toves Did gyre and gimble in the wabe; All mimsy were the borogoves, And the mome raths outgrabe. ""Beware the Jabberwock, my son!""",False,False,939375570919612416,2017-12-09 12:41:36,@realDonaldTrump Right. Respect. You have none. https://t.co/mSXV5pVjwY,,,Twitter Web Client,realDonaldTrump,True,False,0,0,,0,,0,realDonaldTrump,1,photo,
